Ticker,SPY,SPY,SPY,SPY,SPY,QQQ,QQQ,QQQ,QQQ,QQQ,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,JPM,JPM,JPM,JPM,JPM,XOM,XOM,XOM,XOM,XOM,TLT,TLT,TLT,TLT,TLT
Field,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,274.5286596053523,276.38100481915706,272.36823325190556,274.0248821506177,10881447.12956066,161.0603842040907,161.13886017749468,160.7988905950547,161.0762493136084,16437213.095375542,42.97304312077204,42.98352298184897,42.824631306363294,42.93222358701302,13369083.010518417,84.79299008381194,85.37815340303065,84.71829198806944,84.85232739643027,5312372.35245127,50.074327794939755,50.203149799002446,49.893900735303184,50.1011274141243,5042521.831743157,51.925812944328825,52.2482889309119,51.6952862651226,51.99635034511554,9126729.624203706,60.725219044046426,60.7410119079148,60.56819159736878,60.73890200465518,6214906.988096644,105.09324955440644,105.46911754409126,104.9589050967139,105.03355429304567,5694703.121835052,82.57233283886838,83.70396019877182,82.32385931400569,82.67643522776604,14758073.971525002,119.50852995180638,120.69154222745986,119.38256097216082,119.6218561751366,7591244.8558876375
2018-01-02,273.14128830473163,274.92693022211296,272.6500544809006,273.6183951974673,11131803.596300626,161.27237915882148,162.37037870789447,160.29569895621992,161.33989644231247,6895516.800134169,42.925591876485136,43.32905825170886,42.601006320219824,42.938831899535735,13067951.937622806,84.26522498195457,84.50097433231427,83.98131246901032,84.22000790110604,8655307.172687048,49.967191651304006,50.29241082830217,49.82626829480528,49.95691036859073,8893663.008728325,51.97517144255052,52.212209124040996,51.32272541022194,52.05917463518733,9357008.191729883,60.81915860520843,61.29338325653212,60.64529093984262,60.87686180050183,5874232.006775078,105.80524796606461,106.27190617429889,105.26332151128562,106.08852843270598,11522452.66061635,82.45223584237795,82.47005448148828,82.36300602564052,82.39536929641083,5473907.969025472,121.88486824160705,122.51605613064275,121.09951665226473,121.5460687588383,10775839.213955887
2018-01-03,275.57364613778276,276.1935613024079,274.20972367316176,275.37823745920997,7241177.703095039,162.3789834446765,162.81052213987158,161.71784247573828,162.5173269201355,7398868.891581091,43.21753940424416,43.7429212606601,43.13429427844779,43.260999894201774,18094483.399327304,84.54438494427384,84.64691156539554,84.12605764196867,84.55378657342715,13711392.466435784,50.98588352256191,51.45456994153291,50.46522107557652,50.95632392529712,11796827.801446516,52.55587431388779,52.65474542720399,52.479370050419654,52.50978716209379,8671891.282980466,62.152756313493654,62.163624151470025,61.50697299820014,62.05351950204128,9432875.008110803,107.91254304388521,108.15468946259817,107.0342885869021,107.69777726603624,7316674.761683928,81.77613153614216,81.79816276021643,81.62717192798667,81.74066862923,7004867.574519094,119.37070341759731,119.98461289085411,118.88236159978472,119.7341753488105,12572351.202034537
2018-01-04,280.1566533375595,281.856786723161,278.81680373720206,280.6926592024511,11192638.822157158,162.9508847184077,163.69598026013426,161.90218829923953,162.78985545412783,13081287.451166842,42.89263202306036,43.19563497382994,42.76674017087074,42.91328542443913,11119462.908000795,85.44617421661452,85.8681635975143,84.6298566388418,85.44465247068355,9259006.838970223,51.58249020640956,52.08930157560214,51.57261821808674,51.70667588633471,13408057.04572974,53.28920199027683,53.7683222757166,53.04197861680615,53.23271441450558,13161700.569049418,63.778598828244625,64.18803948352783,63.42637891458984,63.77420250947938,8029942.944171009,109.51546592809684,109.73723200049074,109.10079075155095,109.62622278365414,9206098.690062879,82.77799913806379,83.28234125562224,82.5548390151723,82.80532106598515,5212373.751494168,118.3733628974187,119.00470216374468,117.95154217386924,118.39320292830362,10900127.867747184
2018-01-05,280.4638444768949,282.11913769053785,279.65083605739756,280.6856791775423,17489047.279847015,162.56099557935428,163.2557864604217,161.13466178424372,162.66251244825708,11403240.668691175,43.16967018513421,43.32224360744229,42.86920033482837,43.16413110121821,6339265.878095126,85.47134349362413,85.56042477980031,84.98081988706764,85.43989929191683,5559096.363272299,51.98828982015075,52.11944578299028,51.974848264968095,52.00537607165157,6297541.353554265,53.34680293034374,53.396427017496585,53.2057530522991,53.37698226548545,9035699.990287112,63.514970936786085,64.18533566260615,63.27555936503127,63.50571646244844,4901871.839064571,110.9492955057073,111.0807254786993,109.7668149160279,110.864076709696,5821395.91424057,82.70347329059416,82.95044501213202,82.44542737853452,82.66835609228465,5783643.981990657,118.31430869846665,119.20503287916691,117.75179024412762,118.34909877545944,4911967.197289632
2018-01-08,282.53713504747054,283.96663957032655,280.96388572943215,282.09677551229044,8385956.356544322,164.8236110620872,165.80445696319404,164.71669349548463,164.886849557578,8556879.77650003,43.132130981999616,43.30210005418614,42.88296211347963,43.151991096325844,10038645.65701124,83.97157665315218,84.29878176381487,83.78338429408265,84.14694061377851,7562786.305854079,51.87107162915018,52.14574849450046,51.78363147371706,51.890093474382226,8600031.480682604,52.90919462375831,53.21639543011268,52.21238063299753,52.90277624305561,8137878.001992071,64.64359982990484,64.86131991582016,64.4600175058419,64.51060530630082,10222095.888372442,112.4891525928665,113.14660178268528,112.33113460370829,112.43294146582275,21969462.995435115,82.5197024143699,82.70694749897415,82.31780586838468,82.59792018719426,14760474.196340851,118.25912685202555,118.86587127271386,117.96564485773568,118.25414115221909,12284959.387916615
2018-01-09,287.0780100943883,287.5866008562417,285.73144783545376,286.83954195243876,7758047.687574131,167.3405351886852,168.18550103465665,167.16527316080072,167.26870915523378,5362783.330207515,44.135207383348174,44.18953615493303,43.74293448381771,44.05069754002448,9825145.230759272,84.97745201382826,85.11766292206654,84.29334179489925,84.86555320594711,14339463.880241038,53.04474591214132,53.218850790003394,52.63958288451658,52.92191053207985,5807880.301219884,54.02055487634616,54.254139617964086,53.82094269512469,53.953551801573454,9443872.530104198,65.51013663732633,65.78630862865602,65.26949839146614,65.57078185649893,10899297.166478397,113.95133300643734,114.39863957161414,113.21707518443918,113.87029461288466,5616032.934149003,83.97926083187173,84.11764340232075,83.54165323884654,84.02619914059764,9212016.537485285,117.18744995256375,117.45927850971499,116.93673076830655,117.19710958198912,11957890.871678192
2018-01-10,287.56429023003534,290.9002373537441,287.4646763490664,287.7214495597584,8050904.348036848,167.885828545062,168.22653094656908,167.76319552604107,167.83233345795014,14114889.412528181,44.07544067650296,44.46496312916154,43.89875876274719,44.10261903871828,12311853.352816887,86.4906699789855,87.11078652545294,85.44593434069714,86.49920831519945,9914707.317730771,53.67963028769905,53.944466311874535,53.39123782430073,53.63350165863457,7609176.2325257,54.56872416901256,54.58226528139875,54.43250135198598,54.55293297290592,15101443.381570527,65.66880648777808,65.84076232568816,65.51172536423566,65.65961984322519,10015160.697865332,113.92831172426554,114.43369043034562,113.27952835376873,114.0215587318989,8435238.200252524,84.97936055669125,85.37536862010246,84.47045010834951,84.88055942233576,6811701.743182225,116.71493423083122,116.87525329249178,115.88853570737281,116.82947345741593,12459607.168709243
