,Tech_Growth,US_LargeCap,Healthcare,Energy,Treasuries,Gold
0,-0.010286557967818591,-0.003002231263962804,0.008113713855083773,-0.006628727596802383,0.004302439781256325,0.0011115337429702236
1,-0.01217582016875185,-0.012398614769975167,-0.00397303447981194,-0.024886027952913507,0.0017938949309136388,-0.012424001734440866
2,-0.013137077065842256,-0.012075579439717246,-0.010354098347878976,0.018037249045133097,-0.0068971813917271365,-0.006138222629342544
3,0.0017340831944473373,0.004016235114181024,0.004023427928301587,0.02081648395254181,0.009321280141683966,0.018246226461927494
4,0.007232333050166538,0.0032052466146904922,0.003991862327562241,0.01025832109616982,-0.003406974956586241,-0.008909661154702514
5,0.023649489684883417,0.012291950441535736,-0.0006711983322210901,-0.006412147197010809,0.00338457036024996,-0.003843385509654776
6,-0.018247928495351506,-0.0034384431646742085,-0.008367639270551739,0.01675597243063277,-0.0037501588667104412,-0.004177682725340862
7,0.0021161321077394148,-0.0021365823865710344,-0.006144035091119754,0.008146445947321897,-0.009179001518712239,-0.007528139078660725
8,-0.014114154683955174,-0.010492390890634274,-0.005102437867568976,0.009564633326354892,-0.0007751710052005462,0.009394985485272223
9,-0.004024433511916745,-0.004608238827067887,-0.007486578638955593,-0.01921200595857531,-0.005128781797366172,-0.010868945286979348
10,0.006453420493601108,0.006168031021888473,-0.008125775318694566,0.01012897383819534,-0.008926061368923389,-0.0024598773496930563
11,0.009768973803619269,0.005082745198289043,-0.00014900722316808416,-0.00882817445181613,-0.0044694693531428225,0.0029525186351977806
12,0.009572817122293797,0.0061984013267912955,0.0018826963865847086,-0.0048313725005909155,-0.007412753612572907,-0.027963209360937304
13,-0.01840771551676941,0.0007356114677871658,-0.005830943852033464,0.015492598048215117,0.002757047225932308,0.004045892474131535
14,0.005629687937163078,0.004573960094843892,0.009100472340467599,0.012683907979605795,0.00047505603009690344,0.011495269642487408
15,0.008916583329885253,-0.0004286839863239118,-0.001531295674953043,-0.005762478317646903,0.0025449817203828913,-0.010140057600575089
16,0.002459869362246234,-0.007817117984057877,0.0005384736913776744,-0.004514883670501441,0.0010270840133560738,-0.0016966063215224014
17,-0.005889411881880857,0.009796809942968953,-0.001105971707472843,0.010700920435061366,4.4757662894175185e-05,0.002390588678065351
18,-0.004090317631942468,-0.0010765324350340162,-0.005290895348121936,0.001359922481111883,-0.014648958541377563,-0.012559985006323814
19,0.0066411980455662245,0.006400245569234184,-0.006758484264165096,-0.0003614040128615968,-0.0028041117037540114,0.002815554918481123
20,-0.01203621929511323,-0.007373576816300861,-0.01090472829230217,-0.007736367150767601,-0.0022408062405772818,0.017746018513773047
21,0.011577415884094479,0.00019605227946043694,0.004979233697505292,0.01875824141810475,-0.0018187875390463218,0.006754070151806889
22,0.012225681280537665,0.00957666644262253,0.015291925303730426,0.013454570890584343,-0.0027007408931519084,-0.009235585988630536
23,-0.0192361307696483,-0.014756868096854196,0.004643286270640977,-0.00013876769273641617,0.001101546054227119,0.0014229473852814243
24,0.006660031664479493,0.0006789056067711568,-0.011011474054810497,-0.006363052321719288,-0.005224030740137995,-0.010052000075761156
25,-0.0006079968101073768,0.0005015169908948295,-0.0014420663441370688,-0.0036489785855979466,0.000903053851090841,-0.008375181404806082
26,-0.017715630509630816,-0.017308847092491683,-0.0058176997651483665,-0.024754507372094465,-0.004916815461821412,-0.016786790509804434
27,-0.021655819037735585,-0.006876960869154975,-0.003876578695435653,-0.012309257347477441,-0.001287543123337704,0.00895319876423435
28,0.00029427631260890046,-0.0009716650077350086,-0.006495492487769017,0.012179181698824086,-0.004560130268870462,-0.0014844956362996373
29,-0.0017487682613923305,0.0023215901293988017,0.010503062054337913,-0.01162069891803109,-0.008761537923287002,-0.0030733209118029015
30,-0.014322895248934906,-0.007406274543780363,-0.0040001795154569995,0.0017605787877478303,-0.004990275534796386,-0.007240075190370026
31,-4.211241171167622e-05,-0.007632374890522189,-0.012047172496482657,-0.0029610892427630233,-0.006145613256751392,-0.003649268510004264
32,-0.0108351719057868,-0.007914886584375004,0.0010123102765220333,0.00772847498323636,0.00035470294233490307,0.004660108477297411
33,-0.012398337030023156,0.002623328528793596,4.337873029740887e-05,0.006754525027168717,-0.001220509524230296,0.007179668965015716
34,0.005029048512840918,0.014105969897137931,0.01056928462719366,0.02224937009895417,-0.012547204774497575,0.015169504175115315
35,0.0008760684420140665,-0.0013038430418074224,0.00658987806910521,-0.019278711711369762,0.0011690117478800651,0.0017713580760142147
36,0.004253350957982485,0.015625207492121256,-0.0017953144439229805,0.013579860589046875,0.005715208001829881,-0.0026350881620444883
37,-0.0221710328285312,-0.008510360824327583,-0.0021405497798428,0.006335193054764767,0.0040210437610699,-0.0032813133820386643
38,0.013032173404025776,0.008673215946778232,0.004836759803767308,0.006572755901921809,-0.0007399661069280676,-0.007082626785619825
39,-0.0187535436408348,-0.018687386299192213,-0.012354810411744546,-0.027640361205373148,-0.0077054891143816095,-0.023735546094103284
40,0.007946801687863235,0.0030742282072958376,0.012922321804540688,0.011223820075719175,0.0019332970365275785,0.0046772528549911836
41,0.001659018986905865,-0.0014383121518486935,0.011047361747782453,0.007428623748476297,0.0018864734087454375,0.01806253602499212
42,-0.01575348165481648,-0.010703897628160512,-0.018361914916982823,-0.03210635933491226,0.00017049953311654002,-0.021298007530235637
43,0.007086073215858445,-0.015475986959715566,0.0028688318441138934,-0.006765822263335227,-0.0008215714794730475,-0.012629556389382224
44,-0.0002803950108559779,-0.004435952688476529,-0.004235637617574367,0.009940552308216895,0.00417712209837059,0.02126925101696389
45,-0.024544004008186356,-0.019698388614996808,-0.005555361618340384,-0.009598101757064553,0.0036842666597128064,0.010763993245224045
46,-0.0052243414987987995,-0.0027114561392172004,-0.004027305289562419,0.002142221763612216,-0.0017425739552449956,0.0038795236921768945
47,-0.019595235995509094,-0.019509691776141536,-0.01648201787131733,-0.016042021551062817,0.006114112518234442,0.02153094197971556
48,-0.004949611428560103,-0.0065693948959465644,-0.004390780284300611,0.0023090248130997453,-0.0036861626532327585,0.0018549544514073991
49,-0.010899167749870778,-0.00029019250864416465,-0.00042145870245066875,-0.0018843103042172325,0.002047530021149723,0.009027343359520136
50,0.0038463401569839815,0.0069746412473317455,0.009175020417081306,0.013783812326106646,0.0017283673260477346,0.009459116444198223
51,-0.017363096901233655,-0.012880766093370329,-0.006891007480075003,-0.013486602127915444,-0.0006394745006219691,0.004646243644276628
52,-0.0034000125121680476,-0.001407241905238106,-0.0005903036173624478,-0.020814148751395613,0.006727293939756022,0.005084115624036624
53,-0.005421277924219209,-0.00450879849998535,0.004336020613764732,-0.003839261214492312,-0.006736202222398525,0.0017056792718774983
54,-0.0007895738227076429,0.00991294521151933,0.009763025123049947,0.019667392109139814,0.0016725493134232279,0.01585083600338193
55,-0.005157457113778009,0.00121801853231489,-0.007131794493837644,0.0073447193150012816,0.0013218623231943418,0.005313360568366353
56,0.010549249404983481,0.0025505177129380077,0.0036493831896545767,0.013221930669816572,-0.0008863972535027981,0.008333655940596272
57,-0.003754838000528278,-0.009392960879197509,0.0004572505424839148,0.0042612739028366,0.0032403496744085186,-0.004746192753736645
58,0.0010348392356439857,0.011768693146110629,0.011417834604487616,0.010207793270343563,0.002214469017222126,0.002518343292430714
59,-0.0058021228311744295,-0.00147898689569327,-0.004272977117076415,0.009274411318634195,0.003250955341843169,0.003294489593166515
60,0.003929620171281458,0.0035727184890447074,0.00127955483707832,-0.01886969847476319,0.0020542508263632917,-0.008671139226513715
61,0.0004947756415025822,-0.0022178850042806264,-0.004945603609511267,-0.00308366450422181,-0.0013970574837615577,0.002451834310559765
62,-0.007143364775731988,-0.006413093105725134,-0.006393237782839455,-0.032818604475790526,0.008176909254572545,0.011691006164211488
63,-0.02431148964189615,-0.030712074170381902,-0.014910470552884404,-0.017878296201493366,0.00026591322049627467,-0.009629872126128829
64,0.0029130512541640516,0.013937834871245287,0.014463667416179504,0.007819072255599257,0.003922580594871188,0.00033233513755890384
65,0.00649725278689676,0.01680947466705801,0.011205018046256057,0.0111387616314843,-0.0021040665096599583,-0.013446887808334198
66,0.0285170982700229,0.013733325049275488,0.022341234220300283,0.013313337483901889,-0.0005172932545132304,-0.003839618036771801
67,0.0006134703870034222,-0.0031752115578062377,0.004954733202677613,0.0018180821117494644,-0.001141927081963556,-0.005066005737104957
68,0.008744026346580381,-0.006665141294474094,-0.0005446101148340529,-0.006984089914176339,-0.0033708112142509065,0.007301801430246293
69,-0.010675989247481608,0.0009238951732902373,-0.0008312538097619215,-0.0027199901796067533,0.0063086791135790465,0.014245999774591164
70,-0.014136173938987015,-0.007818116163802721,-0.003026020316725615,-0.04166561019793635,-0.0028232452184402904,-0.014067108876746524
71,0.02503503590108803,0.0025583888224660857,0.0010644060672313927,0.00675653285201538,0.008233342338401825,0.009993884789720162
