Date,Ticker,Value,Momentum,Quality,Low_Vol,Size
2018-01-01,STK_01,-0.5504945189543833,-0.17823219383210903,-0.8166022932999941,0.30166220673398597,-0.7674130868070629
2018-01-01,STK_02,2.3499782340770303,1.3937328303673937,-0.9816163202708565,0.9855828625469236,0.2820812599868882
2018-01-01,STK_03,-0.993893079706274,-1.4048715794160076,-0.7896193509995741,-0.0464701761805463,1.8479410572111759
2018-01-01,STK_04,-0.7810221901073451,-0.7577673014761418,0.806468570531266,-0.5854849637535985,-0.13284196350978572
2018-01-01,STK_05,0.1676803119902578,0.2612679572500095,-1.7241456134659245,1.142976761663346,1.7521191579884934
2018-01-01,STK_06,-0.6671397055526204,-0.7129407671084522,-0.016649106644819292,-1.002800411960125,-1.7185208016252003
2018-01-01,STK_07,-0.1563715438895917,0.1596163218378476,1.4247284718064857,-0.10595108501185335,0.3174535101290552
2018-01-01,STK_08,-0.011259581126545964,-0.9103136610494303,1.739543899466163,-0.9770324681125453,-0.9075687673103991
2018-01-01,STK_09,-0.11573696097669871,-1.0515567704390822,-1.7499283113946198,-2.368728760603039,0.5527768677123348
2018-01-01,STK_10,0.43600416908034245,0.7602044035519273,0.1666061999621255,0.4554061832782911,0.39641946321590366
2018-01-01,STK_11,-1.3584988891464176,-0.6303767598043545,0.8782588867686423,-0.13158385712296047,0.8722503098583998
2018-01-01,STK_12,0.9069144832861818,0.3883632368795268,0.16189740285766582,0.18941619835279358,-0.4371968604844601
2018-01-01,STK_13,-0.6519835125393925,-0.3008414932383866,0.6530316231620047,-0.28216329263236206,-1.155764816923437
2018-01-01,STK_14,0.8283504940989851,-0.2924416606685732,0.9528692012585895,0.102793433003079,-1.0768585626885947
2018-01-01,STK_15,0.7261535218080737,1.119444111428977,-1.069090887727258,-0.30265303811572447,1.1817441194354612
2018-01-01,STK_16,-1.2895323987148346,-1.5852392986903088,-0.44306940665781464,1.849229618862588,0.3804107288731873
2018-01-01,STK_17,-0.4665296746264716,-0.012079787166941778,0.15794582213003572,0.4521313678647299,-1.2905312329936107
2018-01-01,STK_18,1.654882512592972,2.4025435534523942,1.1601683032721797,-1.636284742612144,0.31755167229155074
2018-01-01,STK_19,-1.0010087151143487,0.9819311323496498,-0.2092784723748932,1.1203261112139906,0.36215368714736496
2018-01-01,STK_20,0.973507043521081,0.3695577257720625,-0.30151861837940386,0.8396280525851704,-0.7762057415072656
2018-01-02,STK_01,-0.6611028710232876,-1.1019283331810852,-0.829412803857211,0.44569267364451054,-0.8310320234022791
2018-01-02,STK_02,2.140798293836969,-0.41334214277587,-0.9718034958206654,1.195371976789463,0.2760862305978877
2018-01-02,STK_03,-1.2487931458273032,1.8317978185366512,-0.7848942739071794,-0.15292378735115447,1.8963587174872274
2018-01-02,STK_04,-0.5245261618980449,1.419274002657605,0.647616233313611,-0.7452762174677633,-0.16171833228473848
2018-01-02,STK_05,0.25342149683418386,-0.7194822832697663,-1.7684981201648877,-0.6299787338608481,1.7695897618206249
2018-01-02,STK_06,-0.43491034105079945,-1.6217520049209524,-0.03255105297577282,-1.5429387859262078,-1.673302813178439
2018-01-02,STK_07,-0.4356485284554597,-0.1417657767102569,1.4123648908345665,-1.305058908362449,0.3816662186288993
2018-01-02,STK_08,0.011797654285384231,-1.0322105973936442,1.6646503100013388,0.8129784058691443,-0.9668585775124607
2018-01-02,STK_09,-0.07629260390105297,-0.33118825554376347,-1.673091421523595,-0.7583732685816337,0.5718058730462063
2018-01-02,STK_10,0.36080792407908024,-1.5062570533911208,0.06843690981195831,-0.12501208533841562,0.3359190501109435
2018-01-02,STK_11,-1.4783929912510623,0.23710572407849695,0.9757265588053192,0.18771132272009203,0.899519674255782
2018-01-02,STK_12,1.0331586321911397,-0.25633772809437416,0.1903451793268237,-0.8215468595466889,-0.42077859358208825
2018-01-02,STK_13,-0.6399657494307517,0.739277217079735,0.6759108681229102,-0.19114350850336148,-1.015495004500743
2018-01-02,STK_14,0.5328502663093028,-0.12478578359939993,1.0062292735918357,0.9127689596099048,-1.1451819534591983
2018-01-02,STK_15,0.6405195922008363,0.978370065272455,-1.0617559156457865,1.6990297973075787,1.1032394398257799
2018-01-02,STK_16,-1.3261447214393511,-0.04282262066540566,-0.411148502116216,-0.007748942319066865,0.26712398953071004
2018-01-02,STK_17,-0.22526024711306428,0.15532450715782845,0.21192276750989988,0.8688825615595547,-1.2451832611770752
2018-01-02,STK_18,1.7979723774661556,-0.13127731768047365,1.284201366066645,0.7869792713590129,0.339667552213972
2018-01-02,STK_19,-0.8916416751310018,0.0762911829614898,-0.2623138158822449,-1.8993556801207119,0.4430068830391267
2018-01-02,STK_20,1.171352799318127,1.9857093794818523,-0.34193495549134956,1.2699418085190406,-0.8244328314601379
2018-01-03,STK_01,-0.4902732071594211,-0.3357064888197122,-0.9248264167628376,1.3112547192719626,-0.7354351083327034
2018-01-03,STK_02,2.175214194765202,-1.2951951902192684,-0.9982851148942449,-0.2868810786124402,0.41658445543101935
2018-01-03,STK_03,-1.0019579526373246,-0.4362311276633834,-0.7649011041344689,-0.5654379446503903,1.8432437472055427
2018-01-03,STK_04,-0.7710554630933331,0.5032004296297011,0.763972225916605,-0.7215246662755104,-0.08813455732198187
2018-01-03,STK_05,0.23738908808829956,1.8025366189534306,-1.5862127381324822,-0.7044448823938714,1.7674711291509153
2018-01-03,STK_06,-0.30013332507280827,-0.9288630559213558,-0.0749341545072449,0.2242105665697979,-1.713017645634082
2018-01-03,STK_07,-0.3377799924769956,-0.5565386575289778,1.449278807017862,2.047250022292545,0.42589773874673353
2018-01-03,STK_08,-0.05583446078687586,1.4522024655915862,1.6452071763155303,-1.4385592707598547,-0.90855843452965
2018-01-03,STK_09,-0.07952480256375183,-1.02209768758798,-1.7506699741032699,0.28702085906146446,0.558970663509931
2018-01-03,STK_10,0.4410963671153703,0.15565481871364906,0.002931419425646704,-1.3560094181494993,0.3428176434845273
2018-01-03,STK_11,-1.4140317868645504,0.18022279823244114,0.9344164944038115,-0.34419256180076147,0.9165107403925461
2018-01-03,STK_12,1.1116736415496324,-1.7062315976213933,0.07800126805612091,-1.0423408693603884,-0.45028676291349
2018-01-03,STK_13,-0.7419840593136229,1.6021563099528413,0.658330047881043,-0.3081501274750707,-1.0441505223102046
2018-01-03,STK_14,0.5286806765071117,0.977405940515866,1.087043823431699,-0.3821447929585781,-1.2449742461548723
2018-01-03,STK_15,0.5961444312569356,-1.0352725072106996,-1.049088610147931,0.054047379818256275,1.0971879383371954
2018-01-03,STK_16,-1.356746728065507,0.5968274989652038,-0.40975494233408905,0.9121523941874453,0.25001041839914534
2018-01-03,STK_17,-0.5978818710241911,-0.8268021225297799,0.2789631370514525,0.7731997823901126,-1.2798058918215802
2018-01-03,STK_18,1.815790802078425,-0.1651317979302574,1.2462256547182315,-1.1091755301684454,0.23829372509490993
2018-01-03,STK_19,-0.884366332896492,0.6271483269231046,-0.1914739741446595,1.396079140382851,0.3798828423409935
2018-01-03,STK_20,1.1255807805938967,0.41071502555498396,-0.39422302505677476,1.2536462786303753,-0.7725078730748957
