Date,KO,PEP,XOM,CVX
2018-01-01,45.691477627546064,126.94412018748787,81.0471347771112,125.0869313834979
2018-01-02,44.889637349087145,123.90688304595231,79.61574264297656,121.52255791622763
2018-01-03,45.13989676027437,123.98283975390768,78.36180779482135,121.95851668174826
2018-01-04,45.44802811782111,125.71192630627567,78.75198920898015,120.04375531570281
2018-01-05,45.33489939588813,125.36398118496147,79.0569366769229,121.59958781226769
2018-01-08,45.4928650180867,125.94523979389413,78.40084207905142,119.0900492872331
2018-01-09,46.195327174216565,127.97366396994086,78.4085220563363,118.19489628900651
2018-01-10,46.640669474939195,128.73257898209022,78.83123817990324,119.13103420598874
2018-01-11,46.94386726688624,130.38633371317462,79.09916359464631,121.26424195303468
2018-01-12,47.24074883203882,129.46741710118954,78.15026305115099,119.76739360507452
2018-01-15,46.89353327428017,130.00705389500723,79.93928201202948,122.25463616529875
2018-01-16,47.305212959991174,132.2740141076618,81.27160962268354,125.50698688708046
2018-01-17,46.63360009364298,130.91823410506709,82.274823166649,126.1779881876552
2018-01-18,46.50832960108833,131.12753204963371,80.41993746533238,123.91900913420506
2018-01-19,46.3403813086609,130.48339020933338,80.34611804476837,126.45573645936287
2018-01-22,45.650224927706795,130.1608941807606,79.02180291025795,124.1135871664472
2018-01-23,45.616720439860266,129.39811305835315,77.98314685823766,121.40650790249884
2018-01-24,46.29375755261449,130.12186606285184,76.81968441949475,121.160861072364
2018-01-25,46.16612821364628,130.04869263156274,77.85398039823727,121.47780410417589
2018-01-26,45.68797810507378,128.3382410218661,79.48486660181239,124.89375723671526
2018-01-29,45.66221144066159,127.92507718619832,81.25327727610252,128.34705464080326
2018-01-30,46.01837927724998,130.05612143944683,82.50259156968136,129.5391225364133
2018-01-31,46.107875875372265,128.49344986070616,83.31969790971509,128.71460467076048
2018-02-01,46.11780763518775,129.03722020405567,84.23314545876853,129.95745486786683
2018-02-02,45.559076797806384,126.72930087556034,83.88175321715369,126.94295120116584
2018-02-05,45.77176001322228,127.37027743301758,83.6210564066249,127.61420857170982
2018-02-06,45.979237769947915,128.2412015823192,81.14350964986528,122.2548370337869
2018-02-07,46.537464982210096,129.81720103023662,82.48488075038793,125.33918084730406
2018-02-08,47.16390102230798,130.03461954261365,81.57186393832137,124.43711625783145
2018-02-09,47.46252304457638,130.8271556503656,81.11219027456839,125.57868036575495
2018-02-12,46.79117162278435,129.67139968098235,80.23324069847715,123.33672915783666
2018-02-13,46.2136150478217,129.8201909668588,79.35614835141946,123.51061864182688
2018-02-14,45.7792110916039,128.9069181292495,80.29044556615767,125.38672563960274
2018-02-15,45.909403451636905,128.12884025029334,81.03739297428895,125.5887059791053
2018-02-16,45.60265758422855,126.6742028222511,79.60277907478806,122.80602052512322
2018-02-19,46.143399163657044,127.22860729595867,81.57716960672809,126.35154545429717
2018-02-20,46.25379019767841,128.5742880574249,81.40814410899327,127.24177535350566
2018-02-21,46.41391218017482,129.5984037065852,80.61766919809479,126.788659347371
2018-02-22,46.73330099656877,128.98726462185283,78.98057551945777,124.80239278248402
2018-02-23,46.88494338381302,128.92497038921454,79.92249551161709,124.09792023769123
2018-02-26,46.31636917464631,128.66764358198768,80.85717729232839,128.4330481869261
2018-02-27,47.34012839142782,130.434989056326,82.25528532943099,131.671307153338
2018-02-28,47.966341897117005,132.42936629497564,79.78652881816672,130.615338598707
2018-03-01,48.62662282236408,133.77487370219444,79.64749291914481,130.5473416956354
2018-03-02,48.31866318264975,133.2147127644368,78.14571238188628,127.8537622594737
2018-03-05,47.549124533851526,130.93724619237491,79.39038412060356,131.98337534728134
2018-03-06,46.93271578634409,128.32792336027705,81.17615973528635,132.20865915630318
2018-03-07,46.509807932498674,126.58523570135456,80.05438464123543,131.79573691720583
2018-03-08,46.884252025157195,127.98533181996676,77.74439390585346,127.75739123588549
2018-03-09,47.269288889959974,130.17173536938006,77.62883899145851,126.18881553103876
2018-03-12,47.89262407024894,131.56922607285193,78.64694902426426,126.86699563846024
2018-03-13,48.8178013468912,134.22475850814988,78.20934645775846,125.02800950243675
2018-03-14,49.05430208032773,135.24765431340393,75.77134251545894,122.44423703728913
2018-03-15,49.219688710448494,134.75060307652524,76.68358938769227,121.31011604186276
2018-03-16,49.0740916086607,133.62353997641821,75.96974336771065,119.71450855383968
2018-03-19,48.94037872589005,133.907406079115,77.89319421465721,120.31321515111773
2018-03-20,48.454780049305924,133.13582459355598,80.26420461433521,123.18253191075847
2018-03-21,48.68518213290043,133.0716604085605,78.25689749839938,119.65934295419189
2018-03-22,48.83364925630654,131.9889356227149,79.65566717132123,123.11207714794978
2018-03-23,48.67107859971218,131.19700402145116,78.91258958636027,120.70158594772482
2018-03-26,48.3359302517114,130.03882354545152,78.81868157732166,120.97598010919818
2018-03-27,48.542708755502005,131.06319885517246,80.15059030299977,121.964289376295
2018-03-28,49.116849416971874,132.2724839143872,79.97258681934288,121.2914901198919
2018-03-29,49.16390794738605,132.44036017509455,80.19795896324123,120.50133740821235
2018-03-30,49.29887555707925,133.6392672888673,78.69774105820761,117.78797199891885
2018-04-02,49.072843091300136,133.56599076527388,80.57033193033769,123.02634694225702
2018-04-03,48.9771021013201,133.01918855308372,83.00396330937396,127.38164522488555
2018-04-04,48.85225242506367,133.65820894293736,85.91821960755246,133.55021911251887
2018-04-05,48.74122679187569,133.8011828873981,87.32231986934639,135.84249798670345
2018-04-06,48.49675570557484,134.58077834930154,86.63720715757383,137.56012986767422
2018-04-09,48.67821331201439,134.42943106755322,87.33981123707122,136.91470802517532
2018-04-10,49.25116334581551,135.91849250463264,85.608465947126,133.05535682151262
2018-04-11,48.853136079381436,134.56661326911876,84.11173471169741,129.97144995069652
2018-04-12,49.471527742447414,135.13548258663292,83.76407826562776,129.76819777745692
2018-04-13,49.30778840462135,133.94101732855722,84.04379850573251,129.56426127855065
2018-04-16,49.16015897421829,133.7939235668822,84.0325742103067,129.8459240078884
2018-04-17,48.2455775150837,132.12022381742753,85.38572273953308,130.6297430554826
2018-04-18,47.23748005133406,129.32078645673081,84.78237466887342,128.15132598223315
2018-04-19,47.55624245951122,130.01858496418686,85.2975416551736,129.17499503600743
2018-04-20,47.11208265389214,130.0205187689491,83.22125478895431,127.06427972887383
2018-04-23,47.45920693771196,130.7707867605479,84.05584690278454,126.99488169164862
2018-04-24,47.491745067588944,130.505333043191,83.18613465160821,124.02794942812518
2018-04-25,47.60814034545147,131.55450174543745,82.77575720075866,126.94468802082653
2018-04-26,48.18276063630225,132.54777192640478,83.3832084601991,126.11057202797639
2018-04-27,48.163528813039726,132.97693421673148,83.33972215604477,125.79688753304704
2018-04-30,46.80717861997203,129.280289348587,81.46208985320054,121.79423418838886
2018-05-01,46.10596041239484,127.60728021380748,82.50744257171664,124.52522473129335
2018-05-02,46.51425998642178,128.39477888357257,80.509752736415,120.86939826868412
2018-05-03,47.35189716641872,130.03223269132036,80.0353976998638,120.36595809347435
