,AAPL,MSFT,GOOG,AMZN,NVDA,JPM,XOM,TLT,SPY
2018-01-01,0.0062477199614429406,-0.007433124844894597,0.005012551292852707,0.012077011505001565,-0.03109707698975246,-0.014435494514493693,-0.0033053847782812586,-0.002494914974255012,-0.003120110254510586
2018-01-02,-0.014173264725474042,0.0007288777145769776,0.005776557667197528,-0.0002163431118174812,0.016432143024468177,0.004007701390318983,-0.011156370199137936,0.003640449397608819,-0.001908978713618169
2018-01-03,0.016367422782274547,0.010585666366822209,0.007982821931582614,0.0018594872305415689,0.036854006222546275,0.0022600596701953814,-0.003481248263821873,-0.0040294599816423065,0.006879885334453559
2018-01-04,0.007318843289096092,0.009794334527452304,0.012233116608338656,0.03606720947839097,0.013764311540384988,-0.0019473426941656552,-0.010603630942342892,0.003936984871952956,0.00540361998599915
2018-01-05,-0.0011368283635365445,-0.010099183707892291,-0.015436343616006317,-0.0010407871483402503,0.003971464085825348,0.004405784679601027,-0.008241878210827388,0.003502215821364957,-0.003958309481288408
2018-01-08,0.004730320149753617,0.013277120882780009,0.011517497061516415,0.0183066558103153,0.017839285304616065,0.007280583766949739,0.012521909015266708,-0.013980539983430781,0.01182158035667965
2018-01-09,-0.04531797542267207,-0.012014769318572531,-0.011985995058090757,0.00847859966992398,-0.02504343573786161,0.009634092704631118,-0.01936012195515518,-0.0017116560461976744,-0.005340671070832471
2018-01-10,0.011213005884810213,0.015790575426423287,0.020696464641854873,0.01098794527409284,0.012704703440126874,0.016529168677608595,0.006703021125420445,-0.013520900046001533,-0.044504845797962364
2018-01-11,-0.015344598067984782,-0.004398707064923787,-0.004538810202383509,0.0019505583838642373,-0.016657452906851722,-0.0009630519629391888,0.006667511601164891,-0.0016318051073838128,-0.0026066746059416786
2018-01-12,-0.01080226030301583,-0.011138770175032335,-0.013361705102477042,-0.02594259835406206,-0.011414080217890176,-0.010592638271991797,-0.005967541102768342,0.0064668196655106236,-0.011609800053029924
2018-01-15,0.01260930603586657,0.007521093572461339,0.002687421491157504,0.005584197381661371,-0.01897904573812068,-0.014532336843065227,-0.02187505335421503,-0.009024580200688734,-0.002816100395217831
2018-01-16,-0.015098133446053513,-0.0141826871253382,0.0022005567842501472,-0.012399660440637603,-0.0022963469839648643,-0.015617699131313683,-0.011231158648074743,-0.005922723482903868,-0.009190562556087058
2018-01-17,0.015694658248856862,-0.008929099572533935,0.0027319514234357507,0.0041721298224546375,-0.006150012244679443,-0.015616252828855754,-0.004515166468467771,-0.0040196133219021725,-0.002041090327850892
2018-01-18,0.001258451490804028,0.019256877061984565,0.009332656170786227,-0.002207884430424805,-0.022710022185440076,0.0054264833592523876,0.0214685362168946,0.005564469713084183,0.008013420955655423
2018-01-19,0.026683252825874283,0.004538951326692314,0.0016097606485117137,-0.0032030171043376174,0.0062326792989806125,-0.012243368760141933,0.005688264415489745,-0.002505074256992432,0.0030210211279323848
2018-01-22,-0.01704011536428163,-0.007619616507539901,0.0007275739338217633,0.018397532108090954,0.04713211689674755,0.0018200388645097485,-0.015523962766310986,-0.01649939693883786,0.0014508528691455761
2018-01-23,-0.01346591725188799,-0.013514145739614885,-0.0179087483616158,-0.01581000675380228,-0.0017101324744705207,-0.0035744746997674547,-0.00603875075425679,-0.00619447637387518,-0.008028277826593221
2018-01-24,-0.007704649380396427,-0.0055526056473156815,0.01419584869198779,0.0025523194222557316,0.01660385801813889,-0.006710337953894786,-0.01952184085340962,-0.007574639312339409,-0.0026738726104473436
2018-01-25,0.0384156931073601,0.01655872093178941,0.027648000132189217,0.012921394378538049,0.05203434194531022,0.015485738500614398,0.008369518543964874,-0.0038604996935533414,0.01899723868676553
2018-01-26,0.00874098995235376,0.0008828703042930339,-0.01096386079460682,-0.01723992509968164,-0.00013368371611375803,0.020083989584621074,0.011223412582627452,-0.05494238957186245,0.004141932377326689
2018-01-29,0.023908721342172343,0.018688642052789722,0.012101970058528543,0.03021939842737057,0.03838451828883502,0.026990301634608554,0.016385313378928373,-0.01357553669135265,0.021870482457133408
2018-01-30,0.029992647480842422,0.03985372573586026,0.028839378429153763,0.02648334441050558,0.07304017843312789,-0.002598812600784797,-0.009487340009179973,0.0015783655705229982,0.01649206450435062
2018-01-31,0.0007826746357510281,-0.0011244129383426776,0.0031356522031683438,0.018348295225519604,0.007533110142560676,0.009202479667684725,-0.02353393897674309,-0.0006069915875553277,0.0005716152993442597
2018-02-01,-0.020624825810707195,-0.023560592281672583,-0.022558514909512165,-0.00955938840688838,-0.052105333829689675,-0.006737259193957313,-0.011713642301597616,0.00037228857673063316,-0.015234358893275074
2018-02-02,0.010364480026064089,0.022340207548525344,0.01413989038708511,0.006703402087602307,0.01681267208151639,0.008305212172195726,0.007957670162185244,-0.011600631647849113,0.011801831421589514
2018-02-05,0.00489858523092981,0.032098271736212956,0.04105591010710162,0.016091510037315605,0.027763121768922903,-0.010604002793462958,-0.009729089922225738,-0.0006010563983468968,0.008594930013759312
2018-02-06,-0.011986814257558497,-0.015239260868510063,-0.035399213976571975,-0.022222695636910067,-0.04666132157059549,-0.01338642187048694,-0.019284716794041475,0.0025855323935149105,-0.0182835396392006
2018-02-07,-0.02500323000287938,0.007693587177936909,-0.014929761402606666,-0.021516183088508715,0.016584375435359913,0.030774751070055034,-0.005192426710416335,-0.0024154260545485896,0.0002653304586575719
2018-02-08,0.03136437626715165,0.009963547881983111,0.010247760754946614,0.02398220255503556,0.03531986191021811,0.003023297763676208,0.002127122329356016,-0.013612772540047335,-0.037057638451946776
2018-02-09,-0.0038256177999334505,0.00029097403426812333,-0.006770857839400287,0.00285187804599376,0.015989118830567806,0.0007136884059329321,0.004009276236383615,0.0012069271128366736,0.0006381176206041192
2018-02-12,-0.011854071548685305,-0.00411838493305874,-0.006217679567326028,0.019762705047513485,0.02534754881333404,0.002358303093172647,-0.011356483895910622,-0.00821438121500092,0.000507279683390813
2018-02-13,0.005507476585777519,0.009349444734729092,-0.012195971027080577,0.012207776723370804,0.015242698872737416,-0.013093743995685645,-0.011915427121552148,0.002796989419276241,-0.0020851174651924254
2018-02-14,-0.004280399446284472,-0.003828119485298713,-0.006062589495838571,-0.0025126707440116668,0.02084209154341962,-0.034320523703596506,-0.019228482288857637,0.0038728679564160344,-0.01122611254769521
2018-02-15,-0.005686940734549734,-0.02355887452268564,-0.01203578751442862,0.007482418776051191,-0.04208146265730065,0.007856658070017355,-0.001957461448445318,0.0010466971881008147,-0.005526832768194551
