Date,Sentiment_Score,Order_Flow_Imbalance,Foot_Traffic_Index
2018-01-01,0.0,0.0,100.0
2018-01-02,0.12417853825280817,-0.055305720468473867,100.97153280715104
2018-01-03,0.4863092216168933,-0.12684478217041872,100.52317409101217
2018-01-04,0.8081660422512071,0.23086702235891227,99.76664510300851
2018-01-05,0.8225811468100171,-0.04684686370963756,99.09138596235228
2018-01-08,0.7596845426800231,-0.7934202160889017,96.59487061734751
2018-01-09,0.5051599789677764,-0.8811845777871106,97.40675455450567
2018-01-10,0.2023799632423072,-1.093632227206383,99.86455225243743
2018-01-11,0.11557889363432722,-0.6291680544486602,97.74097474787351
2018-01-12,-0.037853621542117535,-0.3331317967852497,96.2403869069527
2018-01-15,0.061748926275618087,-0.4401345540386718,96.17880759156752
2018-01-16,-0.09794006572307386,0.47683054138037206,96.54068099530386
2018-01-17,-0.3476767881035879,0.6151162896694988,95.05534742081694
2018-01-18,-0.24330937113686082,-0.41479827575021094,93.5575336053876
2018-01-19,-0.1575976564990508,0.04650766654803762,94.4588326666338
2018-01-22,-0.16287007862125333,-0.09253687830689294,92.79516641441927
2018-01-23,-0.3184006189267425,-0.2397776353680508,95.10133311230572
2018-01-24,-0.18473595369561574,-0.8490826433659241,96.07732575516734
2018-01-25,-0.2532961307453525,-0.7802183861419381,97.3871076129119
2018-01-26,0.042448169490438115,-0.09561898403868335,96.38957056678676
2018-01-29,-0.04122214989593125,0.07513398213821557,98.21393120079162
2018-01-30,-0.15483238687286405,-0.029183201382597508,96.73303561970341
2018-01-31,-0.43065918486210214,0.30750040812812074,99.09409210058931
2018-02-01,-0.3840628375278703,0.5859134040336822,99.72713692810183
2018-02-02,-0.4877333505499708,0.49610628462357487,102.0614780849906
2018-02-05,-0.4235298577449631,0.9235212330997475,97.92571262035693
2018-02-06,-0.15452475298941268,0.5889315671551171,97.68463033262243
2018-02-07,-0.10840584590712521,-0.4416686255472869,97.58665946760392
2018-02-08,-0.0028668261431198244,0.32615644256823434,97.05058819343306
2018-02-09,-0.20456020294494875,-0.005008951892874036,98.71863255064287
2018-02-12,-0.09168839508828533,-0.21490945264253994,99.61667044524862
2018-02-13,-0.053665748488032426,0.25851232462763174,98.60192375990772
2018-02-14,-0.1275314228642696,-0.0017358664762840426,96.54645896171877
2018-02-15,-0.03437164016848515,0.10338058898618532,96.89948325051058
2018-02-16,-0.08786267748699911,-0.5041199434284546,96.5785669413115
2018-02-19,-0.16036190499564162,-0.6233828737457203,96.67878167968132
2018-02-20,-0.035294905042660765,0.38044463623677993,97.27277023096096
2018-02-21,0.034386928394429445,0.19848841543560106,94.6673363849163
2018-02-22,0.022600420272960806,0.1431851332377712,98.8954659151526
2018-02-23,-0.028879883963263946,0.20653001687610772,98.95385166907947
2018-02-26,-0.31671741077365734,0.5810471359316729,100.18636605120169
2018-02-27,-0.071451812396847,-0.015126700358891854,102.27192091248567
2018-02-28,-0.4111968062353902,0.22566681730477303,105.33041225995207
2018-03-01,-0.5971513665827537,-0.09111900145824495,104.94684808158831
2018-03-02,-0.6334475751243904,-0.6749367733014,104.55500773563853
2018-03-05,-0.804006367287258,-0.21552509172676737,102.72037061072398
2018-03-06,-0.2959218109397844,-0.44261637197055526,101.96524127534306
2018-03-07,-0.04815423495639934,-0.7579155497559152,102.10990704971495
2018-03-08,0.28585458885766757,-1.09774262367804,102.17586713254191
2018-03-09,0.3079470990911233,-0.34591642549589985,100.1028543529706
2018-03-12,-0.0683591190436143,0.0012267709492191636,100.53804592752331
2018-03-13,0.004517961399396982,0.13931534636832177,99.46420425240325
2018-03-14,0.06190369147973832,0.20081819714046556,98.44625670012337
2018-03-15,0.5190617655439667,0.31002408664899433,96.81467578430706
2018-03-16,0.6053409028708291,-0.20385821610153199,98.31383511149004
2018-03-19,0.8041886621920558,-0.45058785700160336,99.92751579420751
2018-03-20,0.786755594597372,0.058471349796833993,102.77995368876768
2018-03-21,0.6073952264070486,-0.26641165586489546,101.16768667545263
2018-03-22,0.31233337120463167,-0.19068767728457897,101.56264597013234
2018-03-23,0.33465606535644166,0.21646069324366216,101.42588421093596
2018-03-26,0.6478411748423046,0.024013682651014848,105.36354953972679
2018-03-27,0.7070818355572105,-0.3284548129759041,103.22085583866244
2018-03-28,0.7216376640344252,-0.28645800191588283,103.96977099593434
2018-03-29,0.7317014205726476,-0.2010063662122788,102.3026033192383
2018-03-30,0.2432344013152843,-0.29920980055417573,103.35694117879967
2018-04-02,0.26027267715054264,-0.6778213918173006,103.28101844969648
2018-04-03,0.31756112051017044,-0.7602358095708336,103.18350426364512
2018-04-04,0.2844791320451448,-0.9133296048747495,103.40183487780304
2018-04-05,0.3820033938304317,-0.11477726565473889,104.64235446807508
2018-04-06,-0.019714457233405813,-0.44399637535889247,104.95067192208057
2018-04-09,0.11168919907965726,-0.06037875069291626,110.23470196585458
2018-04-10,0.2376584468910004,0.41799900565648984,110.64223441450893
2018-04-11,0.36485749268379986,0.12469170553775563,110.71646480379795
2018-04-12,0.11692256514683691,-0.019912419373350185,108.9167730016745
2018-04-13,0.119852715221392,0.9139159750453933,105.22419791261942
2018-04-16,0.27343985553181155,-0.0967367634486247,103.99388032267333
2018-04-17,0.5046615264438813,-0.0323300504309897,101.97787512351204
2018-04-18,0.25013637016230705,0.25244106931527655,100.68453766358513
2018-04-19,0.2667305620334547,0.16969337755069144,99.63868337581789
2018-04-20,0.7627070000597679,0.35538363545761936,96.63710115824969
2018-04-23,0.6949145287431596,-0.05148440463278359,98.25204104461906
2018-04-24,0.39254716482351054,-0.07678521936642976,99.18431785862784
2018-04-25,0.5501038886425144,-0.5261896944421683,98.76413421900364
2018-04-26,0.34885197755589814,-0.5770455096947857,101.53590215752492
2018-04-27,0.3977696086627523,-0.8505808875508896,102.75910486235459
2018-04-30,0.8686432166164977,-0.09736242831007491,100.20413942718811
2018-05-01,0.6172882159074601,0.44834700268860417,99.12222128604112
2018-05-02,0.6356498405578981,0.5788618229848972,97.81960345006989
2018-05-03,0.5254210254587633,-0.9491898422366909,96.50106164306146
2018-05-04,0.3834658337916587,-1.0686271781279544,99.29957243465277
2018-05-07,-0.03158938576724829,-0.8171941015555662,99.56572605711663
2018-05-08,0.3334673443643678,-1.0646613214051155,101.3538990796374
2018-05-09,0.2860055079646094,-1.0314002532622495,101.91166438306857
2018-05-10,0.29286960566328546,-0.8589269028208675,101.82520107224674
2018-05-11,0.15261076559835257,-0.4699492035920212,102.63587697680364
2018-05-14,0.5262233547949378,-0.7770957216859524,105.57183934110768
2018-05-15,-0.04073209830492841,-0.5269714710258048,105.89713121672378
2018-05-16,0.03562568337456901,-0.5652626905437204,104.99523471951548
2018-05-17,-0.09296840279632454,-0.5749035171039169,105.77011439309547
2018-05-18,0.01023072911438598,-0.6221059483666118,106.5425027669358
2018-05-21,0.08552099996638042,-0.048118721484383065,106.83269575312764
2018-05-22,-0.1345559027590947,-0.2529436489694177,107.27036658549977
2018-05-23,0.03822004901313571,-0.16012682696730984,106.71932100191296
2018-05-24,0.35190326560827156,-0.33270465171471786,106.86803497347672
2018-05-25,0.2485696126585573,-0.2866952723197188,107.82939675410984
2018-05-28,0.4176382580067811,0.15338669100842414,109.00467528943035
2018-05-29,0.3602434797139537,0.36481320312304005,107.63880762559712
2018-05-30,0.3872485458789712,0.1668307001267502,107.02042081052649
2018-05-31,0.4779505203563539,-0.22718985321733892,109.45695964300204
2018-06-01,0.1547535969279753,-0.6219893570454962,110.24842998895193
2018-06-04,0.329456230879513,-0.12354568740643562,110.16610525395316
2018-06-05,0.27697610303585735,-0.433029161038194,109.26320156584843
2018-06-06,0.06613925970245083,0.13023039674418413,108.11629533701038
2018-06-07,-0.1501559284510447,-0.05041609861468692,107.92406298472278
2018-06-08,-0.2685636773843817,-0.35913781739538475,107.49718750348836
2018-06-11,-0.16703748299954374,-0.41825996058568277,106.04091129471205
2018-06-12,-0.0839693762102031,-0.8301897129503393,103.32562450367601
2018-06-13,-0.25098502509178167,-0.5834926884549424,103.45942340170542
2018-06-14,0.15550178290937358,-0.0070317637921576415,102.87357326658973
2018-06-15,0.12742246349729533,-0.4052308041304181,102.55844623594217
2018-06-18,0.036144434242666446,-0.11405105834301507,101.06175519701948
2018-06-19,0.16055939766655955,0.5446649301952221,100.79243945463224
2018-06-20,0.23690341854131097,0.6028565548015783,100.11136480134026
2018-06-21,0.25739102621271853,0.3667508931936649,100.24674246902948
2018-06-22,0.025529926316944118,0.229854605619776,100.96906565899471
2018-06-25,0.38448633931816295,0.5216210938059483,104.10193277936257
2018-06-26,0.13497649769842612,0.6619009109718403,103.96675251003384
2018-06-27,0.6621807563480803,0.0738212324410436,102.3104944957593
2018-06-28,0.4130054815348627,-0.8052655502592966,101.29081251366222
2018-06-29,0.16127149391620882,-0.42300181556509486,101.67436522596174
2018-07-02,0.606123479632749,0.12636844593536317,100.64157321987196
2018-07-03,0.2906012898507472,0.2725887361638202,98.5970660873538
2018-07-04,0.7048757878367236,0.6353292899868069,98.03359600046136
2018-07-05,0.17086078738849564,0.9227465236582493,98.0584266325363
2018-07-06,0.45468574727358674,-0.08412314932279741,97.35352143485201
2018-07-09,0.38779381011209446,-0.03168165208778162,96.94307108414795
2018-07-10,0.485337221682155,-0.44605716300570675,97.0351947482012
2018-07-11,0.44261054635780644,-0.06185876417992439,98.39909759051443
2018-07-12,0.09505844144466818,-0.6507609268022035,100.47570306431075
2018-07-13,0.16387817822286588,-0.6898511707039436,102.75486072116345
2018-07-16,0.16821511006265064,0.05780817120316445,102.58065237116227
2018-07-17,0.6581698247737497,0.7368212396991805,101.94914091132743
2018-07-18,0.8023370887962762,0.7002431236535673,103.80717415649322
2018-07-19,0.4407556603318086,0.6945664581915161,105.01409347111827
2018-07-20,-0.06504256032374128,-0.05656353015140042,101.4538358573663
2018-07-23,-0.12263788488631952,0.2530787842275447,103.56198784977371
2018-07-24,-0.08571850704842779,0.8032934887650436,101.135636877474
2018-07-25,-0.4987063408299523,0.45975701370037864,101.59817136313556
2018-07-26,-0.43207407672898274,-0.5511226317957236,101.30467416755282
2018-07-27,-0.6933803403458486,-0.06280455954541875,101.72410411994281
2018-07-30,-0.82434323587581,-0.2432295026619287,99.9628734251151
2018-07-31,-0.7163615248127315,0.2361192266033381,98.48799701310028
2018-08-01,-0.4828956672113606,-0.07043151138697348,97.44988806339674
2018-08-02,-0.437218907118296,-0.4563558357999337,96.87442529903629
2018-08-03,-0.6711055441977637,0.5120765516865956,97.23987809709025
2018-08-06,-0.7453710895662455,0.39283789530564617,97.34739821284498
2018-08-07,-0.6888078260146144,0.48136941720075777,98.74891995663144
2018-08-08,-0.7181119390150541,0.05849435406258263,98.46145041524083
