Date,1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
2018-01-01,2.2039125966523043,2.2001993848951784,2.2230446049211734,2.2415793062624,2.278232276471276,2.3120266529996916,2.3634451806598813,2.4351322633974952,2.5083264520798374,2.683857323117542,2.787446169355632
2018-01-02,2.2221961446693936,2.2286133786226108,2.235593932743517,2.2421289683845687,2.2833127401645736,2.3226698470719582,2.3971944373802465,2.440581900900511,2.530083992341648,2.7014534193909494,2.8132743426911566
2018-01-03,2.2642013258772957,2.2688196204068563,2.2669321895272057,2.2874481799808914,2.3259697608269594,2.37110608655375,2.431593897097734,2.4882758053876253,2.5603657417585626,2.7451727229264953,2.852323357800347
2018-01-04,2.3375618423151847,2.3379960963036557,2.3496148232238436,2.3674373254309256,2.410170460596881,2.4376651657906967,2.5053615017450293,2.5574443109840406,2.6385035479018466,2.8088394257004237,2.899795033512813
2018-01-05,2.333679257447347,2.3358766356620775,2.3485091589410327,2.369087429243013,2.4054790821153684,2.4436615220034876,2.498188438020146,2.5646345588791375,2.6218169459971796,2.798730907663404,2.9070862333749528
2018-01-08,2.268420908585752,2.2728526405197713,2.288319805256572,2.303834272012893,2.345348614864525,2.377400080513162,2.4279205519415368,2.483900282352449,2.5684918740931453,2.7478543293844635,2.8603907658602568
2018-01-09,2.202645658073767,2.2158274730370233,2.226300670967946,2.247461892382305,2.2921665474872746,2.3232727131029516,2.388388133011044,2.4416111943199863,2.5153628133876174,2.708207834897334,2.8236167430638335
2018-01-10,2.134010909223472,2.1392466998949127,2.152394686941973,2.1730328849755085,2.2100082243952426,2.2574420507359307,2.321349828222813,2.3854755500670737,2.467504209741997,2.6784261565251524,2.7956468124696463
2018-01-11,2.131162922872974,2.1297782791595212,2.14785168536932,2.163939498714835,2.21687631039968,2.252634235784636,2.3120080480255902,2.372568282616895,2.4607845564076474,2.655844563564253,2.77041458200656
2018-01-12,2.1241304494145274,2.1245687181544524,2.138160877607121,2.1605938729080747,2.1953655724689187,2.2298321542878505,2.300257700335798,2.35280595147759,2.436608294328366,2.6236051335320236,2.7482062583313223
2018-01-15,2.114311100520537,2.1299958261082184,2.134751841730055,2.155114780876347,2.186831720615367,2.2230634609575977,2.2954172790526433,2.351828235335098,2.4292507867677067,2.635081176893922,2.7486333755662913
2018-01-16,2.175485442362877,2.1796179361739303,2.191126173428348,2.212562295169893,2.243850809794534,2.272492552516749,2.349831163870211,2.393302790184288,2.470650681083396,2.659039574251324,2.7669125276088016
2018-01-17,2.179103589134293,2.191567659268999,2.1935553264392644,2.211573157609929,2.236073897842702,2.2852732079469233,2.3348154430344636,2.3880726741863763,2.456678250870181,2.6307119722273296,2.7313723219742982
2018-01-18,2.115433197327588,2.118696746974839,2.119260315062286,2.1506954064449433,2.1831639846033015,2.206780681355008,2.265017411946874,2.3124050447958333,2.3957500907765623,2.576437606581847,2.690462577574095
2018-01-19,2.1492713390415545,2.149390529515376,2.1643088612697956,2.18430526170679,2.2215561110140625,2.2510068437751993,2.30394501057666,2.3575184033406793,2.433203145399013,2.6080101924019976,2.715202747853492
2018-01-22,2.1493274241591327,2.1491028360116444,2.1529078251060847,2.1671999367294115,2.1983892431509964,2.229442273998559,2.2899973426024207,2.336980190569774,2.4059960483979963,2.5766934929563408,2.6955355603571443
2018-01-23,2.1062086855113438,2.1099642178592752,2.1172059011723445,2.137615757870286,2.16918624004028,2.2081564068934347,2.265487277832031,2.3195440287494664,2.3812040274714215,2.5688347565134535,2.680382425906386
2018-01-24,2.043414190990575,2.0531014265844365,2.0661036813127156,2.0861295119417305,2.1195408110301552,2.150702397449371,2.2115850821022707,2.282635063913204,2.3538701434065015,2.5486586662079764,2.673300283182631
2018-01-25,2.0146287457846324,2.0228301285381045,2.0344431721631966,2.0490091526014433,2.0852157534150266,2.120187357706251,2.191756302843907,2.2510306225188423,2.3313020128624933,2.5323285208246538,2.661106138405266
2018-01-26,2.0862578353610735,2.0970783506324775,2.1054861338880686,2.1273316739085546,2.151478332788727,2.1915171569675427,2.2618190508297915,2.3182616130566376,2.383990591243571,2.582046033783521,2.698721514652824
2018-01-29,2.0902127867689306,2.108343486998351,2.119177585265808,2.1357306238498612,2.1699825651323543,2.203544559903916,2.2694526852119266,2.3278503444776137,2.408356171569242,2.605148060859771,2.7178499387399504
2018-01-30,2.087376441580239,2.0919859999437067,2.098921609688001,2.1056047422412214,2.1490922220425284,2.186494064813197,2.25062893347947,2.3001333333131107,2.3793190234459676,2.568547231363105,2.6883185982049076
2018-01-31,2.0847258561525828,2.0900320913205426,2.09684642298271,2.1181173886944205,2.151745951632727,2.1876871036930976,2.2540624463877137,2.3171927264715886,2.3885636126193024,2.576959352665404,2.696243207581771
2018-02-01,2.126141984294344,2.1248938059495,2.1380232900394525,2.1568448545313235,2.1951443024155664,2.2307607495301274,2.2950811565225515,2.350281221440531,2.4200135411582733,2.604796327964196,2.7239150295724213
2018-02-02,2.1232177414296944,2.1273760445689507,2.1404820729510883,2.1609049747571625,2.2019970525329593,2.2306936000027506,2.2943652014408826,2.3567977979829595,2.4366768348836962,2.6157713290307316,2.7389104283570864
2018-02-05,2.1823638947118447,2.20543604295909,2.2045252269286935,2.22281565264572,2.250188500794383,2.279503566307644,2.336007953601657,2.3936110583896335,2.4540644274876318,2.6306609435299344,2.734668991414116
2018-02-06,2.215883484665486,2.2264246126634926,2.237591034617941,2.2494075759240983,2.281328191305856,2.3087581134903874,2.3676743204186876,2.419841256303564,2.483314483863407,2.6535982180166213,2.7561797120846703
2018-02-07,2.145798250961427,2.157993659890919,2.1623149150249823,2.1819445212223645,2.2123624292314297,2.2501551442865817,2.2962763732239226,2.356934396374308,2.4291351771218426,2.61075417206087,2.729874848614672
2018-02-08,2.210491013211028,2.2259591132352115,2.2266458003845186,2.244654200602819,2.2794935995503525,2.308547394986981,2.363010326181421,2.4099847885087957,2.4903779588987303,2.6482198464574087,2.758142864227827
2018-02-09,2.1615689886879887,2.178707445876549,2.186302785779596,2.206812491603583,2.235747947901892,2.2624911061318556,2.3312141124799086,2.3832152408140423,2.4591874605052206,2.631674986316198,2.7453507846092355
2018-02-12,2.161838642689198,2.170280661646116,2.1811499259774307,2.200109294052718,2.232735721950117,2.263964079846354,2.3356481217306406,2.3874722821253687,2.4640917571702126,2.6474284143465483,2.7572007721927267
2018-02-13,2.205655204320595,2.2120540513040745,2.225344864560678,2.238093230867053,2.2741933400688774,2.3042565104614616,2.3645952424101004,2.415985851562702,2.4930906514738256,2.661773105187766,2.7730869991308214
2018-02-14,2.1821896574951514,2.1804156913074237,2.1996149841311405,2.2156502439845713,2.240178127826786,2.282704405599035,2.3348227985784957,2.387724058486751,2.4675788262589595,2.6252681785000767,2.735077079914072
